,estado,edad,cuenta
1063,Sinaloa,48,976
1064,Sinaloa,49,894
1065,Sinaloa,50,863
1066,Sinaloa,51,786
1067,Sinaloa,52,795
1068,Sinaloa,53,733
1069,Sinaloa,54,649
1070,Sinaloa,55,642
1071,Sinaloa,56,622
1072,Sinaloa,57,554
1073,Sinaloa,58,526
1074,Sinaloa,59,434
1075,Sinaloa,60,439
1076,Sinaloa,61,345
1077,Sinaloa,62,323
1078,Sinaloa,63,338
1079,Sinaloa,64,300
1080,Sinaloa,65,258
1081,Sinaloa,66,221
1082,Sinaloa,67,189
1083,Sinaloa,68,197
1084,Sinaloa,69,177
1085,Sonora,27,4
1086,Sonora,28,2
1087,Sonora,29,3
1088,Sonora,30,6
1089,Sonora,31,13
1090,Sonora,32,8
1091,Sonora,33,6
1092,Sonora,34,20
1093,Sonora,35,71
1094,Sonora,36,94
1095,Sonora,37,134
1096,Sonora,38,143
1097,Sonora,39,225
1098,Sonora,40,654
1099,Sonora,41,685
1100,Sonora,42,679
1101,Sonora,43,732
1102,Sonora,44,724
1103,Sonora,45,708
1104,Sonora,46,729
1105,Sonora,47,710
1106,Sonora,48,752
1107,Sonora,49,668
1108,Sonora,50,746
1109,Sonora,51,669
1110,Sonora,52,665
1111,Sonora,53,717
1112,Sonora,54,610
1113,Sonora,55,581
1114,Sonora,56,532
1115,Sonora,57,485
1116,Sonora,58,442
1117,Sonora,59,459
1118,Sonora,60,384
1119,Sonora,61,322
1120,Sonora,62,238
1121,Sonora,63,264
1122,Sonora,64,217
1123,Sonora,65,229
1124,Sonora,66,171
1125,Sonora,67,166
1126,Sonora,68,152
1127,Sonora,69,128
1128,Tabasco,26,2
1129,Tabasco,27,2
1130,Tabasco,28,1
1131,Tabasco,29,1
1132,Tabasco,30,4
1133,Tabasco,31,1
1134,Tabasco,32,2
1135,Tabasco,33,4
1136,Tabasco,34,1
1137,Tabasco,35,7
1138,Tabasco,36,12
1139,Tabasco,37,9
1140,Tabasco,38,12
1141,Tabasco,39,26
1142,Tabasco,40,283
1143,Tabasco,41,275
1144,Tabasco,42,255
1145,Tabasco,43,265
1146,Tabasco,44,281
1147,Tabasco,45,326
1148,Tabasco,46,293
1149,Tabasco,47,299
1150,Tabasco,48,311
1151,Tabasco,49,304
1152,Tabasco,50,588
1153,Tabasco,51,542
1154,Tabasco,52,550
1155,Tabasco,53,531
1156,Tabasco,54,475
1157,Tabasco,55,439
1158,Tabasco,56,394
1159,Tabasco,57,365
1160,Tabasco,58,387
1161,Tabasco,59,308
1162,Tabasco,60,304
1163,Tabasco,61,253
1164,Tabasco,62,270
1165,Tabasco,63,250
1166,Tabasco,64,169
1167,Tabasco,65,151
1168,Tabasco,66,146
1169,Tabasco,67,113
1170,Tabasco,68,110
1171,Tabasco,69,78
1172,Tamaulipas,25,4
1173,Tamaulipas,26,6
1174,Tamaulipas,27,3
1175,Tamaulipas,28,6
1176,Tamaulipas,29,7
1177,Tamaulipas,30,14
1178,Tamaulipas,31,10
1179,Tamaulipas,32,21
1180,Tamaulipas,33,24
1181,Tamaulipas,34,38
1182,Tamaulipas,35,93
1183,Tamaulipas,36,100
1184,Tamaulipas,37,100
1185,Tamaulipas,38,145
1186,Tamaulipas,39,266
1187,Tamaulipas,40,1069
1188,Tamaulipas,41,1170
1189,Tamaulipas,42,1204
1190,Tamaulipas,43,1285
1191,Tamaulipas,44,1248
1192,Tamaulipas,45,1293
1193,Tamaulipas,46,1234
1194,Tamaulipas,47,1191
1195,Tamaulipas,48,1214
1196,Tamaulipas,49,1224
1197,Tamaulipas,50,1308
1198,Tamaulipas,51,1243
1199,Tamaulipas,52,1243
1200,Tamaulipas,53,1162
1201,Tamaulipas,54,999
1202,Tamaulipas,55,980
1203,Tamaulipas,56,872
1204,Tamaulipas,57,793
1205,Tamaulipas,58,749
1206,Tamaulipas,59,655
1207,Tamaulipas,60,626
1208,Tamaulipas,61,536
1209,Tamaulipas,62,453
1210,Tamaulipas,63,477
1211,Tamaulipas,64,473
1212,Tamaulipas,65,343
1213,Tamaulipas,66,327
1214,Tamaulipas,67,340
1215,Tamaulipas,68,258
1216,Tamaulipas,69,210
1217,Tlaxcala,28,1
1218,Tlaxcala,29,1
1219,Tlaxcala,30,2
1220,Tlaxcala,32,3
1221,Tlaxcala,33,4
1222,Tlaxcala,34,2
1223,Tlaxcala,35,5
1224,Tlaxcala,36,4
1225,Tlaxcala,37,13
1226,Tlaxcala,38,20
1227,Tlaxcala,39,53
1228,Tlaxcala,40,263
1229,Tlaxcala,41,311
1230,Tlaxcala,42,338
1231,Tlaxcala,43,293
1232,Tlaxcala,44,298
1233,Tlaxcala,45,291
1234,Tlaxcala,46,265
1235,Tlaxcala,47,268
1236,Tlaxcala,48,276
1237,Tlaxcala,49,237
1238,Tlaxcala,50,232
1239,Tlaxcala,51,236
1240,Tlaxcala,52,228
1241,Tlaxcala,53,242
1242,Tlaxcala,54,214
1243,Tlaxcala,55,182
1244,Tlaxcala,56,174
1245,Tlaxcala,57,166
1246,Tlaxcala,58,153
1247,Tlaxcala,59,127
1248,Tlaxcala,60,91
1249,Tlaxcala,61,108
1250,Tlaxcala,62,99
1251,Tlaxcala,63,84
1252,Tlaxcala,64,73
1253,Tlaxcala,65,54
1254,Tlaxcala,66,40
1255,Tlaxcala,67,51
1256,Tlaxcala,68,37
1257,Tlaxcala,69,29
1258,Veracruz,25,1
1259,Veracruz,26,1
1260,Veracruz,27,2
1261,Veracruz,28,4
1262,Veracruz,29,2
1263,Veracruz,30,2
1264,Veracruz,31,4
1265,Veracruz,32,2
1266,Veracruz,33,3
1267,Veracruz,34,8
1268,Veracruz,35,10
1269,Veracruz,36,14
1270,Veracruz,37,19
1271,Veracruz,38,15
1272,Veracruz,39,55
1273,Veracruz,40,257
1274,Veracruz,41,299
1275,Veracruz,42,265
1276,Veracruz,43,318
1277,Veracruz,44,332
1278,Veracruz,45,332
1279,Veracruz,46,287
1280,Veracruz,47,285
1281,Veracruz,48,287
1282,Veracruz,49,276
1283,Veracruz,50,266
1284,Veracruz,51,255
1285,Veracruz,52,229
1286,Veracruz,53,237
1287,Veracruz,54,237
1288,Veracruz,55,219
1289,Veracruz,56,196
1290,Veracruz,57,192
1291,Veracruz,58,189
1292,Veracruz,59,163
1293,Veracruz,60,148
1294,Veracruz,61,142
1295,Veracruz,62,95
1296,Veracruz,63,90
1297,Veracruz,64,76
1298,Veracruz,65,79
1299,Veracruz,66,54
1300,Veracruz,67,52
1301,Veracruz,68,51
1302,Veracruz,69,41
1303,Yucatán,29,2
1304,Yucatán,30,2
1305,Yucatán,31,3
1306,Yucatán,32,1
1307,Yucatán,33,3
1308,Yucatán,34,6
1309,Yucatán,35,6
1310,Yucatán,36,8
1311,Yucatán,37,13
1312,Yucatán,38,26
1313,Yucatán,39,40
1314,Yucatán,40,321
1315,Yucatán,41,329
1316,Yucatán,42,342
1317,Yucatán,43,343
1318,Yucatán,44,337
1319,Yucatán,45,327
1320,Yucatán,46,393
1321,Yucatán,47,355
1322,Yucatán,48,398
1323,Yucatán,49,312
1324,Yucatán,50,368
1325,Yucatán,51,281
1326,Yucatán,52,298
1327,Yucatán,53,267
1328,Yucatán,54,292
1329,Yucatán,55,259
1330,Yucatán,56,209
1331,Yucatán,57,231
1332,Yucatán,58,230
1333,Yucatán,59,200
1334,Yucatán,60,188
1335,Yucatán,61,150
1336,Yucatán,62,157
1337,Yucatán,63,133
1338,Yucatán,64,120
1339,Yucatán,65,98
1340,Yucatán,66,90
1341,Yucatán,67,87
1342,Yucatán,68,82
1343,Yucatán,69,60
1344,Zacatecas,25,2
1345,Zacatecas,28,1
1346,Zacatecas,29,1
1347,Zacatecas,30,4
1348,Zacatecas,32,3
1349,Zacatecas,33,3
1350,Zacatecas,34,7
1351,Zacatecas,35,14
1352,Zacatecas,36,12
1353,Zacatecas,37,23
1354,Zacatecas,38,26
1355,Zacatecas,39,85
1356,Zacatecas,40,741
1357,Zacatecas,41,688
1358,Zacatecas,42,709
1359,Zacatecas,43,667
1360,Zacatecas,44,740
1361,Zacatecas,45,663
1362,Zacatecas,46,689
1363,Zacatecas,47,661
1364,Zacatecas,48,612
1365,Zacatecas,49,594
1366,Zacatecas,50,598
1367,Zacatecas,51,485
1368,Zacatecas,52,537
1369,Zacatecas,53,492
1370,Zacatecas,54,422
1371,Zacatecas,55,381
1372,Zacatecas,56,390
1373,Zacatecas,57,313
1374,Zacatecas,58,343
1375,Zacatecas,59,227
1376,Zacatecas,60,238
1377,Zacatecas,61,238
1378,Zacatecas,62,229
1379,Zacatecas,63,161
1380,Zacatecas,64,132
1381,Zacatecas,65,140
1382,Zacatecas,66,148
1383,Zacatecas,67,117
1384,Zacatecas,68,118
1385,Zacatecas,69,93
