"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","RUS","Russia","2017","2017",58.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","RUS","Russia","2018","2018",62.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","RUS","Russia","2019","2019",64.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVN","Slovenia","2010","2010",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVN","Slovenia","2011","2011",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVN","Slovenia","2012","2012",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVN","Slovenia","2013","2013",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVN","Slovenia","2014","2014",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVN","Slovenia","2015","2015",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVN","Slovenia","2016","2016",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVN","Slovenia","2017","2017",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVN","Slovenia","2018","2018",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVN","Slovenia","2019","2019",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ZAF","South Africa","2010","2010",7.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ZAF","South Africa","2011","2011",7.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ZAF","South Africa","2012","2012",8.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ZAF","South Africa","2013","2013",9.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ZAF","South Africa","2014","2014",10.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ZAF","South Africa","2015","2015",12.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ZAF","South Africa","2016","2016",14.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ZAF","South Africa","2017","2017",13.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ZAF","South Africa","2018","2018",13.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ZAF","South Africa","2019","2019",14.4,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUS","Australia","2010","2010",1.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUS","Australia","2011","2011",1.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUS","Australia","2012","2012",1.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUS","Australia","2013","2013",1.4,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUS","Australia","2014","2014",1.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUS","Australia","2015","2015",1.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUS","Australia","2016","2016",1.4,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUS","Australia","2017","2017",1.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUS","Australia","2018","2018",1.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUS","Australia","2019","2019",1.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUT","Austria","2010","2010",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUT","Austria","2011","2011",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUT","Austria","2012","2012",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUT","Austria","2013","2013",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUT","Austria","2014","2014",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUT","Austria","2015","2015",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUT","Austria","2016","2016",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUT","Austria","2017","2017",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUT","Austria","2018","2018",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","AUT","Austria","2019","2019",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","BEL","Belgium","2010","2010",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","BEL","Belgium","2011","2011",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","BEL","Belgium","2012","2012",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","BEL","Belgium","2013","2013",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","BEL","Belgium","2014","2014",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","BEL","Belgium","2015","2015",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","BEL","Belgium","2016","2016",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","BEL","Belgium","2017","2017",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","BEL","Belgium","2018","2018",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","BEL","Belgium","2019","2019",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CAN","Canada","2010","2010",1.2,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CAN","Canada","2011","2011",1.2,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CAN","Canada","2012","2012",1.2,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CAN","Canada","2013","2013",1.2,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CAN","Canada","2014","2014",1.2,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CAN","Canada","2015","2015",1.2,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CAN","Canada","2016","2016",1.2,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CAN","Canada","2017","2017",1.2,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CAN","Canada","2018","2018",1.2,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CAN","Canada","2019","2019",1.2,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CZE","Czech Republic","2010","2010",13.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CZE","Czech Republic","2011","2011",13.3,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CZE","Czech Republic","2012","2012",13.3,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CZE","Czech Republic","2013","2013",12.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CZE","Czech Republic","2014","2014",12.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CZE","Czech Republic","2015","2015",12.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CZE","Czech Republic","2016","2016",12.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CZE","Czech Republic","2017","2017",12.4,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CZE","Czech Republic","2018","2018",12.4,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","CZE","Czech Republic","2019","2019",12.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DNK","Denmark","2010","2010",7.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DNK","Denmark","2011","2011",7.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DNK","Denmark","2012","2012",7.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DNK","Denmark","2013","2013",7.4,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DNK","Denmark","2014","2014",7.3,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DNK","Denmark","2015","2015",7.3,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DNK","Denmark","2016","2016",7.1,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DNK","Denmark","2017","2017",6.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DNK","Denmark","2018","2018",6.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DNK","Denmark","2019","2019",6.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FIN","Finland","2010","2010",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FIN","Finland","2011","2011",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FIN","Finland","2012","2012",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FIN","Finland","2013","2013",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FIN","Finland","2014","2014",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FIN","Finland","2015","2015",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FIN","Finland","2016","2016",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FIN","Finland","2017","2017",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FIN","Finland","2018","2018",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FIN","Finland","2019","2019",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FRA","France","2010","2010",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FRA","France","2011","2011",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FRA","France","2012","2012",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FRA","France","2013","2013",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FRA","France","2014","2014",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FRA","France","2015","2015",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FRA","France","2016","2016",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FRA","France","2017","2017",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FRA","France","2018","2018",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","FRA","France","2019","2019",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DEU","Germany","2010","2010",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DEU","Germany","2011","2011",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DEU","Germany","2012","2012",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DEU","Germany","2013","2013",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DEU","Germany","2014","2014",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DEU","Germany","2015","2015",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DEU","Germany","2016","2016",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DEU","Germany","2017","2017",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DEU","Germany","2018","2018",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","DEU","Germany","2019","2019",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","GRC","Greece","2010","2010",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","GRC","Greece","2011","2011",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","GRC","Greece","2012","2012",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","GRC","Greece","2013","2013",0.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","GRC","Greece","2014","2014",0.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","GRC","Greece","2015","2015",0.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","GRC","Greece","2016","2016",0.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","GRC","Greece","2017","2017",0.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","GRC","Greece","2018","2018",0.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","GRC","Greece","2019","2019",0.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","HUN","Hungary","2010","2010",126.3,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","HUN","Hungary","2011","2011",124.3,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","HUN","Hungary","2012","2012",125.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","HUN","Hungary","2013","2013",125,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","HUN","Hungary","2014","2014",129.4,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","HUN","Hungary","2015","2015",132.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","HUN","Hungary","2016","2016",132,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","HUN","Hungary","2017","2017",134.4,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","HUN","Hungary","2018","2018",138.2,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","HUN","Hungary","2019","2019",141.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ISL","Iceland","2010","2010",132.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ISL","Iceland","2011","2011",135.2,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ISL","Iceland","2012","2012",137,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ISL","Iceland","2013","2013",137,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ISL","Iceland","2014","2014",138.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ISL","Iceland","2015","2015",141.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ISL","Iceland","2016","2016",140,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ISL","Iceland","2017","2017",137.1,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ISL","Iceland","2018","2018",136.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ISL","Iceland","2019","2019",140.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","IRL","Ireland","2010","2010",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","IRL","Ireland","2011","2011",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","IRL","Ireland","2012","2012",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","IRL","Ireland","2013","2013",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","IRL","Ireland","2014","2014",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","IRL","Ireland","2015","2015",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","IRL","Ireland","2016","2016",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","IRL","Ireland","2017","2017",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","IRL","Ireland","2018","2018",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","IRL","Ireland","2019","2019",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ITA","Italy","2010","2010",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ITA","Italy","2011","2011",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ITA","Italy","2012","2012",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ITA","Italy","2013","2013",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ITA","Italy","2014","2014",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ITA","Italy","2015","2015",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ITA","Italy","2016","2016",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ITA","Italy","2017","2017",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ITA","Italy","2018","2018",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","ITA","Italy","2019","2019",0.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","JPN","Japan","2010","2010",111.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","JPN","Japan","2011","2011",107.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","JPN","Japan","2012","2012",104.3,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","JPN","Japan","2013","2013",101.3,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","JPN","Japan","2014","2014",103.1,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","JPN","Japan","2015","2015",103.4,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","JPN","Japan","2016","2016",105.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","JPN","Japan","2017","2017",105.4,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","JPN","Japan","2018","2018",104.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","JPN","Japan","2019","2019",103.4,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","KOR","Korea","2010","2010",840.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","KOR","Korea","2011","2011",854.6,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","KOR","Korea","2012","2012",854.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","KOR","Korea","2013","2013",869.1,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","KOR","Korea","2014","2014",871.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","KOR","Korea","2015","2015",857.4,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","KOR","Korea","2016","2016",859,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","KOR","Korea","2017","2017",871.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","KOR","Korea","2018","2018",870.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","KOR","Korea","2019","2019",850.3,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","LUX","Luxembourg","2010","2010",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","LUX","Luxembourg","2011","2011",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","LUX","Luxembourg","2012","2012",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","LUX","Luxembourg","2013","2013",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","LUX","Luxembourg","2014","2014",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","LUX","Luxembourg","2015","2015",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","LUX","Luxembourg","2016","2016",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","LUX","Luxembourg","2017","2017",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","LUX","Luxembourg","2018","2018",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","LUX","Luxembourg","2019","2019",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","MEX","Mexico","2010","2010",7.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","MEX","Mexico","2011","2011",7.7,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","MEX","Mexico","2012","2012",7.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","MEX","Mexico","2013","2013",7.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","MEX","Mexico","2014","2014",8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","MEX","Mexico","2015","2015",8.3,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","MEX","Mexico","2016","2016",8.4,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","MEX","Mexico","2017","2017",8.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","MEX","Mexico","2018","2018",9.1,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","MEX","Mexico","2019","2019",9.3,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","NLD","Netherlands","2010","2010",0.9,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","NLD","Netherlands","2011","2011",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","NLD","Netherlands","2012","2012",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","NLD","Netherlands","2013","2013",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","NLD","Netherlands","2014","2014",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","NLD","Netherlands","2015","2015",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","NLD","Netherlands","2016","2016",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","NLD","Netherlands","2017","2017",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","NLD","Netherlands","2018","2018",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","NLD","Netherlands","2019","2019",0.8,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","NZL","New Zealand","2010","2010",1.5,,
"CONVPPAC","GDP purchasing power parities, US$","TXNUPPTX","National currency unit per US$, PPP","NZL","New Zealand","2011","2011",1.5,,
